"","ppt_normals_1","ppt_normals_2","ppt_normals_3","ppt_normals_4","ppt_normals_5","ppt_normals_6","ppt_normals_7","ppt_normals_8","ppt_normals_9","ppt_normals_10","ppt_normals_11","ppt_normals_12"
"8892217",109.349998474121,88.879997253418,103.849998474121,91.5999984741211,158.919998168945,137.470001220703,166.470001220703,133.289993286133,204.639999389648,130.940002441406,135.580001831055,89.3499984741211
"8892242",97.1100006103516,90.4400024414062,123.48999786377,94.8499984741211,139.990005493164,103.800003051758,139.259994506836,119.180000305176,169.929992675781,114.349998474121,113.080001831055,107.580001831055
"8892305",75.5400009155273,63.060001373291,102,85.4700012207031,101.069999694824,96.9400024414062,85.0800018310547,79.6100006103516,115.309997558594,87.5899963378906,98.0800018310547,69.0599975585938
"8892346",83.7300033569336,75.5800018310547,113.120002746582,111.25,134.960006713867,117.519996643066,127.680000305176,100.419998168945,143.990005493164,104.480003356934,114.669998168945,102.580001831055
"Botanical Garden",97.0400009155273,87.5899963378906,112.339996337891,82.9300003051758,96.5500030517578,101.51000213623,115.849998474121,113.559997558594,107.5,94.5,89.6999969482422,84.8899993896484
"Prairie Ridge",95.0999984741211,85.4499969482422,106.629997253418,77.1900024414062,92.1399993896484,107.779998779297,117.940002441406,114.980003356934,110.199996948242,91.9700012207031,80.620002746582,82.4199981689453
"Hubbard Brook",109.160003662109,83.5299987792969,107.309997558594,98.0800018310547,124.349998474121,124.910003662109,118.550003051758,122.900001525879,113.720001220703,133.940002441406,140.300003051758,116.610000610352
"Moosilauke",116.970001220703,85.1600036621094,111.639999389648,100.25,131.539993286133,128.649993896484,119.290000915527,124.980003356934,116.360000610352,135.589996337891,146.929992675781,122.889999389648
"Russell",88.5100021362305,84.6500015258789,93.8899993896484,102.559997558594,106.589996337891,118.48999786377,133.020004272461,130.199996948242,114.970001220703,139.009994506836,119.790000915527,106.51000213623
"Stinson",108.300003051758,82.120002746582,107.360000610352,97.4300003051758,124.01000213623,124.389999389648,117.089996337891,122.5,113.680000305176,133.740005493164,139.360000610352,116.120002746582
"C",106.059997558594,91.2200012207031,117.889999389648,123.48999786377,104.629997253418,119.470001220703,99.5699996948242,112.769996643066,98.7799987792969,126.569999694824,124.309997558594,115.26000213623
"H",101.480003356934,87.6699981689453,113.669998168945,119.080001831055,104.589996337891,115.610000610352,101.669998168945,109.629997253418,102.139999389648,125.279998779297,119.680000305176,110.349998474121
"M",99.2300033569336,86.629997253418,113.660003662109,117.830001831055,109.98999786377,116.620002746582,104.349998474121,109.720001220703,105.849998474121,124.360000610352,117.569999694824,106.680000305176
